Symbol,DaysBetterThanSP,daysProfit,daysProfitGrouped,Year,Month,Day,dayOfWeek,closeDay0,volumeDay0,closeDay6,volumeDay6,closeDay29,volumeDay29,closeDay59,volumeDay59,closeDay89,volumeDay89,closeDay179,volumeDay179,closeDay261,volumeDay261,Name,MarketCap,Sector,ipoDate,CEOInChargeDuringIPO,presidentInChargeDuringIPO,stateCountry,Revenue,netIncome,employees_x,MarketMonthTrend,Market3MonthTrend,Market6MonthTrend,Profit_Ratio,Profitable
CCJ,90,0,0 - 49,1996,3,14,3,9.021,229200.0,8.896,6000.0,8.875,10800.0,8.396,15000.0,7.646,72600.0,7.584,22200.0,6.75,30000.0,Cameco Corporation,4056875503.0,Basic Industries,1996-03-14,0,0, Canada,2160.0,-204940000.0,2620,0.0,0.0,0.0,0.7482540738277352,False
CCRC,140,262,200+,2015,12,21,0,10.15,204353.0,9.76,67544.0,8.05,29467.0,9.61,228060.0,10.51,206506.0,12.9,163000.0,17.03,102749.0,"China Customer Relations Centers, Inc.",261013504.0,Miscellaneous,2015-12-21,1,1, China,72.73,8280000.0,5963,-1.434882322,-0.273709792,-0.317711416,1.677832512315271,True
CCRN,129,204,200+,2001,10,25,3,20.37,9764700.0,22.69,359600.0,28.0,294800.0,25.45,118700.0,27.01,541200.0,33.15,626600.0,14.65,447924.0,"Cross Country Healthcare, Inc.",421588579.5,Technology,2001-10-25,0,0,USA,865.05,37510000.0,1800,1.242291856,-0.219748909,-0.94232978,0.7191948944526264,False
CCXI,121,247,200+,2012,2,8,2,11.0,1012416.0,10.76,2803.0,10.0,45952.0,15.9,11245.0,12.48,13581.0,10.25,82262.0,11.27,5429.0,"ChemoCentryx, Inc.",538803543.8,Health Care,2012-02-08,0,0,USA,82.5,17860000.0,66,1.839695033,1.859752759,2.136146735,1.0245454545454544,True
CDNA,112,45,0 - 49,2014,7,17,3,9.05,1595625.0,10.0,20271.0,9.95,13853.0,6.94,10226.0,7.14,11753.0,5.8,17623.0,7.12,12877.0,"CareDx, Inc.",260217696.9,Health Care,2014-07-17,1,1,USA,48.32,-55470000.0,179,-0.763107284,0.908224542,1.386435916,0.7867403314917126,False
CDXS,115,24,0 - 49,2010,4,22,3,13.26,3332220.0,13.62,94398.0,10.58,12600.0,9.7,211541.0,7.47,23252.0,10.63,181212.0,10.22,0.0,"Codexis, Inc.",585483308.4,Basic Industries,2010-04-22,0,0,USA,50.02,-23000000.0,116,1.422661414,1.575098044,2.136355075,0.770739064856712,False
CEL,128,257,200+,2007,2,6,1,19.54,15779900.0,19.0,231700.0,18.78,164200.0,19.97,246700.0,24.99,205100.0,24.71,145500.0,30.17,148400.0,"Cellcom Israel, Ltd.",755813286.4,Public Utilities,2007-02-06,0,0, Israel,3870.0,112000000.0,3358,1.688219863,1.997963916,1.502458282,1.5440122824974414,True
CFX,125,88,50 - 99,2008,5,8,3,21.0,11940824.0,23.81,850552.0,24.38,700789.0,27.07,267861.0,19.44,386134.0,10.53,234904.0,8.29,636447.0,Colfax Corporation,3961165739.0,Capital Goods,2008-05-08,0,0,USA,3300.0,-72960000.0,14300,0.708404412,1.362165576,0.119516662,0.3947619047619047,False
CG,136,230,200+,2012,5,3,3,22.05,13299419.0,21.35,266729.0,21.88,165435.0,23.71,91242.0,26.34,171341.0,26.45,102971.0,32.44,255935.0,The Carlyle Group L.P.,6772804914.0,Finance,2012-05-03,0,0,USA,3520.0,244100000.0,1600,0.296443341,0.576560264,1.061012856,1.4712018140589567,True
CHCT,123,39,0 - 49,2015,5,21,3,19.75,1118388.0,19.6,77343.0,19.07,50021.0,18.09,44757.0,17.02,29340.0,17.89,14871.0,18.24,42924.0,Community Healthcare Trust Incorporated,464130268.5,Consumer Services,2015-05-21,1,1,USA,36.94,2780000.0,16,1.531353802,1.700840661,1.701428078,0.9235443037974683,False
CHEF,124,171,150 - 200,2011,7,28,3,17.5,6574029.0,17.52,86464.0,13.71,153660.0,13.17,28512.0,13.38,110648.0,21.5,67436.0,16.58,68579.0,"The Chefs&#39; Warehouse, Inc.",687809629.7,Consumer Non-Durables,2011-07-28,1,1,USA,1300.0,14370000.0,1994,-1.512443994,-0.662617633,-0.71499002,0.9474285714285713,False
CHGG,127,2,0 - 49,2013,11,13,2,9.68,17261676.0,7.86,738924.0,8.31,417902.0,6.87,721981.0,6.92,450353.0,6.06,226166.0,6.86,264014.0,"Chegg, Inc.",2418081928.0,Consumer Services,2013-11-13,1,1,USA,255.07,-20280000.0,893,1.422759803,1.803782796,2.246129661,0.7086776859504132,False
CHUY,135,262,200+,2012,7,24,1,15.06,4343114.0,17.53,87686.0,20.62,0.0,23.82,83442.0,22.92,39856.0,31.41,322480.0,34.005,254217.0,"Chuy&#39;s Holdings, Inc.",466562525.0,Consumer Services,2012-07-24,1,1,USA,369.59,28960000.0,9000,-0.753949541,-0.167439654,-0.565125009,2.25796812749004,True
CIR,103,122,100 - 149,1999,10,18,0,10.625,70700.0,9.0,84400.0,10.313,6200.0,11.813,22300.0,13.938,44600.0,9.438,19000.0,10.813,14600.0,"CIRCOR International, Inc.",889504096.8,Capital Goods,1999-10-18,0,0,USA,661.71,11790000.0,4400,-1.666712444,-2.208125802,-2.314571631,1.0176941176470589,True
CLLS,119,21,0 - 49,2015,3,25,2,39.3,4185663.0,32.25,424091.0,31.45,49177.0,37.02,221541.0,36.38,89146.0,32.29,216664.0,27.1,81935.0,Cellectis S.A.,301795299.0,Health Care,2015-03-25,1,0, France,22.33,-88100000.0,135,-1.204429566,-0.107447693,0.467355781,0.6895674300254454,False
CLMT,146,262,200+,2006,1,26,3,21.75,3689286.0,23.99,212426.0,25.44,52624.0,28.6,15768.0,32.0,8200.0,30.33,22831.0,43.79,37502.0,"Calumet Specialty Products Partners, L.P.",553720730.4,Energy,2006-01-26,0,0,USA,3760.0,-29200000.0,650,0.060053884,0.752980868,1.28962744,2.013333333333333,True
CLSD,129,191,150 - 200,2016,6,2,3,7.25,1979489.0,6.9,51017.0,7.0,30660.0,7.13,10236.0,18.4,107708.0,7.21,69019.0,7.37,124157.0,"Clearside Biomedical, Inc.",335725948.8,Health Care,2016-06-02,1,1,USA,0.345,-58980000.0,34,1.715529039,1.54829682,1.275992591,1.0165517241379312,True
CLVS,135,254,200+,2011,11,16,2,12.56,1912690.0,12.55,0.0,14.13,16830.0,24.59,133001.0,24.39,37734.0,17.93,42850.0,11.93,235147.0,"Clovis Oncology, Inc.",2751686887.0,Health Care,2011-11-16,1,1,USA,55.51,-346400000.0,360,-0.344708653,0.885512337,-0.097441941,0.9498407643312101,False
CNCE,120,32,0 - 49,2014,2,13,3,14.18,4158607.0,14.68,114006.0,11.69,238219.0,9.57,52040.0,8.7,73464.0,13.56,76597.0,12.76,63548.0,"Concert Pharmaceuticals, Inc.",460715843.3,Health Care,2014-02-13,1,1,USA,143.89,95200000.0,64,0.739169921,0.781057347,1.134118102,0.8998589562764457,False
CNXN,118,72,50 - 99,1998,3,3,1,14.167,5778750.0,13.167,162150.0,11.75,109650.0,10.833,0.0,9.917,17700.0,11.75,150000.0,10.792,168300.0,"PC Connection, Inc.",719828868.5,Consumer Services,1998-03-03,0,0,USA,2910.0,54860000.0,2505,1.689918285,2.045459878,2.587310027,0.7617703112867933,False
COBZ,99,57,50 - 99,1998,6,18,3,6.167,1002150.0,6.667,72000.0,7.055,32400.0,6.111,450.0,5.222,900.0,5.722,4050.0,5.306,3600.0,CoBiz Financial Inc.,836299233.0,Finance,1998-06-18,1,0,USA,176.64,32590000.0,538,0.419859686,-0.002894569,0.847644662,0.8603859250851306,False
COLL,121,262,200+,2015,5,7,3,12.29,1014850.0,15.62,132849.0,19.41,68315.0,19.0,72756.0,13.53,154915.0,15.11,549815.0,15.1,304199.0,"Collegium Pharmaceutical, Inc.",765458340.8,Health Care,2015-05-07,1,1,USA,28.48,-74870000.0,250,-0.856831642,-0.028148341,0.655548832,1.2286411716842962,True
CONN,122,238,200+,2003,11,25,1,13.5711,4054432.0,14.4373,155940.0,14.5266,27043.0,15.0689,0.0,14.3471,4735.0,14.4373,13465.0,15.872,42553.0,"Conn&#39;s, Inc.",899270019.0,Consumer Services,2003-11-25,0,0,USA,1520.0,6460000.0,4250,0.723991133,1.239398928,1.597721856,1.1695441047520099,True
COR,124,115,100 - 149,2010,9,23,3,16.01,15561023.0,16.28,270058.0,15.21,142697.0,12.98,167000.0,14.56,113044.0,17.13,329716.0,14.19,73616.0,CoreSite Realty Corporation,3581233824.0,Consumer Services,2010-09-23,0,0,USA,480.6,74860000.0,465,0.854098188,1.179125291,0.183990338,0.8863210493441598,False
CORI,115,40,0 - 49,2014,4,3,3,8.0,3351231.0,7.97,31854.0,6.56,3391.0,7.6,12445.0,5.99,4798.0,5.64,16022.0,7.06,0.0,"Corium International, Inc.",374966549.1,Health Care,2014-04-03,1,1,USA,31.86,-47790000.0,213,1.651967714,1.533047677,1.620090862,0.8825,False
CORT,107,1,0 - 49,2004,4,14,2,12.23,358208.0,10.9,33425.0,10.0,197228.0,7.0,37010.0,6.18,2899.0,5.7,110890.0,3.56,20434.0,Corcept Therapeutics Incorporated,1963598900.0,Health Care,2004-04-14,0,0,USA,159.2,129120000.0,136,0.271746231,-0.44186778,0.636460004,0.2910874897792314,False
COUP,131,28,0 - 49,2016,10,6,3,33.28,16892884.0,29.03,653839.0,29.5,281768.0,25.5,172191.0,25.76,71573.0,30.92,399442.0,34.2,1065130.0,Coupa Software Incorporated,2674582050.0,Technology,2016-10-06,1,0,USA,186.78,-43810000.0,833,0.258921318,-0.23525242,0.804698134,1.0276442307692308,True
CPSI,136,262,200+,2002,5,21,1,18.12,1682900.0,18.8,119300.0,20.37,99600.0,20.22,12600.0,22.833,18300.0,24.19,6700.0,21.13,106600.0,"Computer Programs and Systems, Inc.",414128076.6,Technology,2002-05-21,0,0,USA,276.93,-17100000.0,2000,-0.161815811,-1.129924269,-1.583351009,1.1661147902869755,True
CRON,123,259,200+,2016,7,12,1,0.165,30000.0,0.2739,27500.0,0.3517,0.0,0.7132,45238.0,0.8395,162052.0,2.026,74907.0,1.6912,50538.0,Cronos Group Inc.,1279189751.0,Consumer Durables,2016-07-12,0,0, Canada,0.588032,-1190000.0,48,1.99861701,2.684655158,1.600956519,10.24969696969697,True
CRSP,132,258,200+,2016,10,19,2,14.09,1884289.0,15.82,228840.0,23.07,62132.0,22.99,34340.0,17.3,103144.0,17.31,163060.0,18.97,276638.0,CRISPR Therapeutics AG,2404231680.0,Health Care,2016-10-19,0,0, Switzerland,41.0,-68360000.0,127,-0.517868941,-1.113999041,0.38206643,1.3463449254790631,True
CRZO,86,51,50 - 99,1997,8,6,2,12.125,1723100.0,11.688,71600.0,13.25,11700.0,14.75,52300.0,9.438,25200.0,6.875,13800.0,2.875,16400.0,"Carrizo Oil & Gas, Inc.",1384168385.0,Energy,1997-08-06,1,1,USA,745.89,87110000.0,249,1.769366389,1.772363458,2.042923545,0.23711340206185566,False
CSGS,102,150,150 - 200,1996,2,28,2,11.5,6837600.0,11.25,388400.0,11.875,17200.0,18.5,30400.0,12.625,16600.0,8.375,26000.0,9.313,37400.0,"CSG Systems International, Inc.",1554987922.0,Technology,1996-02-28,0,0,USA,789.58,61360000.0,3373,0.0,0.0,0.0,0.8098260869565218,False
CSOD,125,144,100 - 149,2011,3,17,3,19.07,7364445.0,18.5,169374.0,18.72,139006.0,18.25,115787.0,18.05,111733.0,15.48,272419.0,20.46,527926.0,"Cornerstone OnDemand, Inc.",2452680994.0,Technology,2011-03-17,1,1,USA,481.99,-61340000.0,1891,-1.82132731,-0.726999075,0.553281999,1.0728893550078658,True
CSTE,127,261,200+,2012,3,22,3,11.11,4904048.0,11.62,45975.0,13.25,112541.0,11.84,21238.0,11.97,7000.0,15.7,10359.0,24.72,54679.0,Caesarstone Ltd.,674951169.0,Capital Goods,2012-03-22,1,0, Israel,588.15,25070000.0,1545,0.831113713,1.378447014,1.625941563,2.225022502250225,True
CSTM,138,262,200+,2013,5,23,3,14.53,9415870.0,14.7,414246.0,16.18,29725.0,18.21,130996.0,18.88,223058.0,25.6,646885.0,29.15,267435.0,Constellium N.V.,1580499820.0,Basic Industries,2013-05-23,0,0, The Netherlands,5910.0,-34970000.0,11653,0.864889886,1.708010557,1.837725911,2.006194081211287,True
CSWI,132,249,200+,2015,9,30,2,30.0,239.0,32.14,35578.0,36.61,107415.0,37.53,49500.0,33.88,21943.0,34.44,75726.0,32.1,68143.0,"CSW Industrials, Inc.",722207250.9,Basic Industries,2015-09-30,0,0,USA,327.08,11070000.0,750,-0.85695388,-1.366598626,-2.112180938,1.07,True
CTRE,118,50,50 - 99,2014,5,29,3,17.49,100.0,17.67,177207.0,19.0,67512.0,17.63,39391.0,14.1,100297.0,14.68,308592.0,13.04,78236.0,"CareTrust REIT, Inc.",1021013289.0,Consumer Services,2014-05-29,1,1,USA,132.98,25520000.0,50,2.384864422,2.527286681,2.078780752,0.7455688965122927,False
CTRN,140,257,200+,2005,5,18,2,15.7,3856714.0,15.17,33954.0,17.05,95879.0,26.055,223038.0,23.87,112984.0,42.69,226311.0,48.62,229539.0,"Citi Trends, Inc.",434179828.8,Consumer Services,2005-05-18,0,0,USA,755.24,14570000.0,5600,2.064376582,0.239708874,0.004408811,3.096815286624204,True
CUTR,123,90,50 - 99,2004,3,31,2,14.0,2041178.0,14.09,200507.0,14.0,85257.0,12.7,37600.0,13.498,17213.0,12.0,68338.0,19.28,55945.0,"Cutera, Inc.",741630325.8,Health Care,2004-03-31,0,0,USA,151.49,29990000.0,367,0.109348313,-0.37093799,0.744808057,1.3771428571428572,True
CWST,102,235,200+,1997,10,29,2,22.25,2049599.0,22.625,119400.0,20.125,86300.0,24.625,20800.0,24.125,161800.0,25.625,5600.0,28.625,33900.0,"Casella Waste Systems, Inc.",1036766655.0,Public Utilities,1997-10-29,0,0,USA,599.31,-21800000.0,2000,-1.56926769,-0.945716066,0.247168842,1.2865168539325842,True
CXP,105,262,200+,2013,10,10,3,22.6,1086848.0,22.53,773510.0,23.01,905463.0,25.0,0.0,23.17,579756.0,26.92,547410.0,24.28,581673.0,"Columbia Property Trust, Inc.",2433400082.0,Consumer Services,2013-10-10,0,0,USA,191.27,186000.0,94,0.058271622,0.579710159,1.055660733,1.0743362831858407,True
DENN,86,162,150 - 200,1997,11,20,3,9.0,600.0,11.0,0.0,9.25,77500.0,9.625,118700.0,9.313,21300.0,9.563,46000.0,6.375,23500.0,Denny&#39;s Corporation,1066017293.0,Consumer Services,1997-11-20,0,0,USA,529.17,39590000.0,8900,1.262126425,0.946719571,1.121220951,0.7083333333333334,False
DEPO,103,210,200+,1997,11,5,2,6.938,764100.0,5.125,43900.0,3.375,7000.0,7.625,34000.0,11.375,11300.0,11.438,12900.0,8.125,19600.0,"Depomed, Inc.",438260931.3,Health Care,1997-11-05,0,0,USA,380.72,-102500000.0,434,-0.225242026,0.214378128,0.732063219,1.1710867685211876,True
DGICA,92,201,200+,2001,4,24,1,5.9063,531.0,7.2006,0.0,7.9313,24888.0,7.2563,0.0,7.8806,0.0,5.8556,531.0,6.1594,30044.0,"Donegal Group, Inc.",438792093.4,Finance,2001-04-24,0,0,USA,737.4,7120000.0,515,0.899560073,-0.359955896,-0.99066273,1.042852547280023,True
DLB,119,37,0 - 49,2005,2,17,3,24.3,21594800.0,23.07,1131300.0,23.25,205300.0,18.99,362600.0,22.25,566600.0,16.15,155100.0,20.65,106900.0,Dolby Laboratories,6965151101.0,Miscellaneous,2005-02-17,0,0,USA,1080.0,201800000.0,2122,0.78016046,0.737885627,1.113380236,0.8497942386831275,False
DPZ,129,254,200+,2004,7,13,1,13.5,14963700.0,13.6,472300.0,13.85,442900.0,14.98,319200.0,17.65,119400.0,18.0,142700.0,23.9,1088500.0,Domino&#39;s Pizza Inc,10007427887.0,Consumer Non-Durables,2004-07-13,0,0,USA,2790.0,277910000.0,14100,-1.333780573,-0.347223407,-0.724791442,1.7703703703703704,True
DRH,131,262,200+,2005,5,26,3,10.6,5670400.0,11.16,182200.0,11.25,60700.0,11.96,83800.0,11.5,112600.0,12.94,87500.0,15.24,125599.0,Diamondrock Hospitality Company,2215597075.0,Consumer Services,2005-05-26,0,0,USA,870.01,91880000.0,29,1.665834374,0.857264217,0.632551499,1.437735849056604,True
DRQ,107,76,50 - 99,1997,10,23,3,18.5,8491800.0,17.9375,189400.0,16.5625,395000.0,13.125,402800.0,13.5625,97400.0,12.875,122600.0,9.6875,90000.0,"Dril-Quip, Inc.",1744595867.0,Energy,1997-10-23,0,0,USA,455.47,-100640000.0,2019,-0.79510449,0.470990866,0.927501074,0.5236486486486487,False
DRRX,116,30,0 - 49,2000,9,28,3,14.406,9400000.0,15.75,443300.0,13.0,15200.0,12.75,21700.0,8.625,52500.0,12.84,148500.0,9.68,277700.0,DURECT Corporation,384875794.7,Health Care,2000-09-28,1,1,USA,49.17,-3700000.0,93,-0.639567504,-0.701088709,-0.0965507,0.6719422462862695,False
DSGX,120,65,50 - 99,1999,1,27,2,9.25,5972200.0,8.25,308900.0,7.5,34200.0,7.25,35600.0,4.625,40100.0,4.625,315200.0,31.5,295400.0,The Descartes Systems Group Inc.,2253302137.0,Technology,1999-01-27,0,0, Canada,306.67,34720000.0,1500,0.035526631,1.093064023,1.467380382,3.4054054054054053,True
DSW,135,215,200+,2005,6,29,2,12.05,21130200.0,12.95,916000.0,12.455,718800.0,12.0,670800.0,10.43,490600.0,13.94,181000.0,18.025,1069800.0,DSW Inc.,1716485343.0,Consumer Services,2005-06-29,0,0,USA,2800.0,67300000.0,12000,-0.298204237,0.886411818,0.663845888,1.4958506224066388,True
DXCM,130,236,200+,2005,4,14,3,11.74,1900524.0,10.52,23085.0,14.05,44282.0,12.18,84411.0,10.14,51808.0,15.56,43063.0,20.38,0.0,"DexCom, Inc.",6356882335.0,Health Care,2005-04-14,0,0,USA,718.5,-50200000.0,2290,-2.012944645,-1.819379888,-0.675814605,1.735945485519591,True
EBS,110,120,100 - 149,2006,11,15,2,11.05,2532283.0,10.2661,0.0,10.8517,67658.0,14.1194,47329.0,11.6356,245329.0,10.6628,11117.0,4.5144,658948.0,"Emergent Biosolutions, Inc.",2659345503.0,Health Care,2006-11-15,0,0,USA,560.87,82590000.0,1256,2.150009135,1.742160326,2.04605507,0.40854298642533937,False
EDIT,128,194,150 - 200,2016,2,3,2,18.2,4157947.0,15.77,258888.0,32.34,198029.0,37.0,141595.0,33.57,193552.0,14.05,182000.0,17.97,134823.0,"Editas Medicine, Inc.",1615652172.0,Health Care,2016-02-03,1,1,USA,13.73,-120320000.0,112,-0.103527316,-1.300379828,-1.313660722,0.9873626373626373,False
EGHT,93,188,150 - 200,1997,7,2,2,7.125,1113500.0,8.75,369400.0,9.125,156300.0,10.875,390000.0,14.0,183900.0,7.656,140800.0,4.875,568200.0,8x8 Inc,1737263936.0,Public Utilities,1997-07-02,0,0,USA,253.39,-4750000.0,1019,1.326899695,1.559283622,2.266109744,0.6842105263157895,False
EGO,121,196,150 - 200,2003,1,23,3,1.52,647900.0,1.5,56600.0,1.4,43900.0,1.23,227900.0,1.55,100400.0,2.53,309900.0,2.77,410900.0,Eldorado Gold Corporation,772175386.3,Basic Industries,2003-01-23,0,0, Canada,508.05,-9270000.0,1624,-0.860316666,-0.980491629,-0.11721444,1.8223684210526316,True
EGOV,113,213,200+,1999,7,15,3,17.313,13284200.0,18.375,501299.0,15.375,148400.0,27.375,264500.0,31.063,145900.0,44.25,354000.0,15.0,605900.0,NIC Inc.,963175702.3,Miscellaneous,1999-07-15,0,0,USA,336.51,51140000.0,950,1.386561825,2.131767258,2.134780578,0.8664009703690869,False
EGRX,117,109,100 - 149,2014,2,12,2,12.83,5948257.0,11.65,244353.0,13.55,74533.0,9.82,37571.0,12.37,103562.0,11.99,5574.0,19.53,94814.0,"Eagle Pharmaceuticals, Inc.",796009523.4,Health Care,2014-02-12,0,0,USA,236.71,51940000.0,108,0.433398498,0.404556782,0.98944309,1.5222135619641466,True
EIG,121,150,150 - 200,2007,1,31,2,19.97,15891000.0,20.48,636100.0,19.74,429000.0,19.88,454700.0,21.13,672100.0,21.17,87300.0,17.46,303800.0,Employers Holdings Inc,1372008981.0,Finance,2007-01-31,1,1,USA,799.3,101200000.0,672,1.790299713,1.592051675,1.393502817,0.8743114672008013,False
ELF,108,236,200+,2016,9,22,3,26.5,13591518.0,28.12,968960.0,25.85,71293.0,29.16,190216.0,26.08,179638.0,24.47,431565.0,19.28,777642.0,"e.l.f. Beauty, Inc.",923841707.7,Consumer Non-Durables,2016-09-22,1,1,USA,269.89,33480000.0,413,0.671294481,0.62810182,1.259437112,0.7275471698113208,False
ELGX,90,168,150 - 200,1996,6,20,3,11.0,1808600.0,12.25,216200.0,12.75,600.0,13.5,2000.0,15.0,11100.0,10.75,1000.0,8.063,20900.0,"Endologix, Inc.",340761551.8,Health Care,1996-06-20,0,0,USA,181.16,-66400000.0,675,0.0,0.0,0.0,0.7330000000000001,False
ENLC,130,262,200+,2004,1,13,1,8.4667,7164588.0,8.4167,250622.0,12.0667,146160.0,13.9133,36231.0,13.9297,28530.0,12.3,20421.0,14.0933,98796.0,"EnLink Midstream, LLC",2695162198.0,Public Utilities,2004-01-13,0,0,USA,5740.0,212800000.0,1494,0.934692368,1.819571346,2.074768514,1.6645564387541782,True
ENLK,144,262,200+,2002,12,12,3,10.05,734200.0,10.635,78200.0,11.125,31200.0,11.85,27200.0,12.445,18400.0,18.27,19200.0,21.305,20510.0,"EnLink Midstream Partners, LP",5078832729.0,Public Utilities,2002-12-12,0,0,USA,5740.0,17900000.0,1494,-0.699021138,0.537792611,-0.013211889,2.119900497512438,True
ENTA,124,262,200+,2013,3,21,3,17.18,1763572.0,18.2,0.0,19.73,50506.0,18.16,11462.0,17.19,81856.0,26.98,288515.0,40.27,356687.0,"Enanta Pharmaceuticals, Inc.",1646859329.0,Health Care,2013-03-21,1,1,USA,102.81,17710000.0,89,0.527746582,1.189539148,1.670594888,2.344004656577416,True
ENTG,106,75,50 - 99,2000,7,11,1,11.1875,12872600.0,12.375,709100.0,11.063,833800.0,9.6875,535100.0,7.875,144900.0,7.4375,74700.0,10.78,104400.0,"Entegris, Inc.",5234163525.0,Consumer Non-Durables,2000-07-11,0,0,USA,1340.0,85070000.0,3900,1.270624274,1.214347595,1.027770904,0.9635754189944133,False
ENV,126,262,200+,2010,7,29,3,10.23,4069441.0,9.9,99870.0,11.47,58022.0,13.73,77560.0,14.78,37021.0,13.22,64735.0,14.18,57429.0,"Envestnet, Inc",2482374341.0,Miscellaneous,2010-07-29,1,1,USA,683.68,-3280000.0,3516,0.968447154,0.105757349,-0.37800898,1.386119257086999,True
ENVA,125,11,0 - 49,2014,10,30,3,28.0,300.0,30.18,0.0,21.97,233861.0,19.17,268546.0,23.49,223936.0,18.13,230863.0,13.0,190189.0,"Enova International, Inc.",773709865.8,Finance,2014-10-30,0,0,USA,843.74,29240000.0,1109,1.489249179,0.828237987,1.105674262,0.4642857142857143,False
EPR,101,61,50 - 99,1997,11,18,1,19.5,3532000.0,19.375,202200.0,19.313,77000.0,19.438,61500.0,20.0,29800.0,18.0,19200.0,18.625,34600.0,EPR Properties,4070341597.0,Consumer Services,1997-11-18,0,0,USA,572.78,262970000.0,63,0.314916934,0.025881563,0.545990682,0.9551282051282052,False
EQGP,113,61,50 - 99,2015,5,12,1,32.92,20425869.0,32.65,448340.0,32.57,122785.0,32.26,332455.0,27.46,87597.0,19.88,0.0,25.64,126986.0,"EQT GP Holdings, LP",6483779400.0,Public Utilities,2015-05-12,0,0,USA,834.1,261990000.0,1281,-0.217873294,0.424439009,0.942214386,0.778857837181045,False
EQM,146,262,200+,2012,6,27,2,23.75,8454231.0,24.155,128555.0,26.47,30734.0,28.89,25075.0,30.6,0.0,39.94,84669.0,50.48,71800.0,"EQT Midstream Partners, LP",4971894469.0,Public Utilities,2012-06-27,0,0,USA,834.1,418310000.0,1281,0.546332708,-0.555253777,-0.35056166,2.1254736842105264,True
ERI,125,226,200+,2014,9,22,0,4.35,21886.0,4.21,26059.0,4.12,2515.0,4.05,7513.0,4.025,13477.0,8.16,89899.0,9.23,86932.0,"Eldorado Resorts, Inc.",3205506273.0,Consumer Services,2014-09-22,0,0,USA,1470.0,73940000.0,12500,-0.690558559,0.808812485,1.191640189,2.1218390804597704,True
EROS,83,237,200+,2013,7,18,3,9.36,33.0,9.36,0.0,11.28,0.0,12.4152,0.0,11.05,47565.0,13.95,150706.0,15.23,298161.0,Eros International PLC,673629825.0,Consumer Services,2013-07-18,1,0, the United Kingdom,252.99,3810000.0,448,1.619855169,1.88216455,1.928415697,1.6271367521367524,True
ESGR,103,241,200+,1997,4,2,2,9.938,67700.0,8.875,0.0,11.0,39500.0,11.438,30800.0,12.75,16100.0,11.5,1300.0,14.0,400.0,Enstar Group Limited,4189972987.0,Finance,1997-04-02,0,0, Bermuda,1080.0,300470000.0,1341,-2.378749833,-1.668308125,-0.902006743,1.4087341517407928,True
ESNT,114,199,150 - 200,2013,10,31,3,21.0,16022319.0,21.25,416339.0,21.55,217971.0,25.18,178690.0,23.87,112689.0,19.42,92728.0,24.34,406907.0,Essent Group Ltd.,3566001811.0,Finance,2013-10-31,0,0, Bermuda,576.61,379750000.0,397,1.024709045,1.774084343,2.140958985,1.159047619047619,True
EVA,121,65,50 - 99,2015,4,29,2,21.5,9685209.0,21.19,77271.0,19.8,71746.0,16.14,101026.0,12.96,33083.0,17.61,67654.0,23.2,96730.0,"Enviva Partners, LP",733858807.1,Basic Industries,2015-04-29,1,1,USA,543.24,20560000.0,652,0.854753935,0.883439249,1.292742352,1.0790697674418603,True
EXAS,112,6,0 - 49,2001,1,31,2,14.75,4726700.0,12.125,422000.0,9.0,8800.0,6.15,17200.0,10.85,53100.0,8.77,14600.0,10.32,315800.0,Exact Sciences Corporation,5427855777.0,Health Care,2001-01-31,0,0,USA,265.99,-114400000.0,1268,1.275869427,0.551305475,-0.454760245,0.6996610169491526,False
EXEL,119,184,150 - 200,2000,4,11,1,15.188,7303200.0,15.5,203100.0,18.25,371900.0,33.0,52300.0,39.5,27600.0,16.25,90800.0,9.801,169000.0,"Exelixis, Inc.",6051846946.0,Health Care,2000-04-11,0,0,USA,452.68,153860000.0,372,0.411288573,1.336755189,1.553504902,0.6453120884909138,False
EXPR,135,140,100 - 149,2010,5,13,3,16.75,8791804.0,14.75,602865.0,16.74,431609.0,16.73,171568.0,14.58,224309.0,18.12,725663.0,23.3,683713.0,"Express, Inc.",590409047.7,Consumer Services,2010-05-13,0,0,USA,2140.0,19370000.0,16000,-0.999363518,-0.003358497,0.604648877,1.3910447761194031,True
FARO,89,27,0 - 49,1997,9,18,3,16.25,3156100.0,17.125,58700.0,14.0,332700.0,11.375,129700.0,12.25,23400.0,10.766,41100.0,4.5,94300.0,"FARO Technologies, Inc.",1084976768.0,Capital Goods,1997-09-18,0,0,USA,360.92,-14520000.0,1669,1.781729822,1.313559088,1.235304697,0.27692307692307694,False
FATE,116,155,150 - 200,2013,10,1,1,6.62,2077023.0,6.7,381066.0,4.65,37943.0,6.55,26908.0,6.2499,2480.0,6.99,27426.0,5.07,3563.0,"Fate Therapeutics, Inc.",588408424.4,Health Care,2013-10-01,0,0,USA,4.11,-42950000.0,80,0.411588495,0.75468481,1.165076322,0.7658610271903323,False
FCN,79,124,100 - 149,1996,5,9,3,4.0,2263050.0,4.111,36675.0,4.333,36675.0,4.111,8100.0,4.555,27450.0,3.222,18450.0,3.278,0.0,"FTI Consulting, Inc.",1895833329.0,Consumer Services,1996-05-09,0,0,USA,1810.0,107960000.0,4609,0.0,0.0,0.0,0.8195,False
